Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00061462,ERP Implementation,Sweden,Enterprise Sellers,48,Lost,3,15000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00032070,Technical Business Solutions,Spain,Marketing,15,Lost,3,41523,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00053101,ERP Implementation,United Kingdom,Marketing,45,Won,6,15000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00010511,ERP Implementation,Germany,Marketing,79,Lost,2,30932,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00020274,Technical Business Solutions,Germany,Marketing,65,Lost,2,45712,500K to 1M,5K to 15K,0 (No business),Known,40K to 50K
N00069118,ERP Implementation,Italy,Enterprise Sellers,16,Lost,7,43582,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00077807,Technical Business Solutions,Sweden,Enterprise Sellers,4,Lost,2,39424,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00053319,ERP Implementation,Italy,Marketing,71,Lost,3,123266,250K to 500K,1K or less,0 (No business),Unknown,More than 60K
N00047015,Technical Business Solutions,Italy,Marketing,19,Won,8,57607,100K or less,1K to 5K,"More than 100,000",Known,50K to 60K
N00065029,Technical Business Solutions,Netherlands,Enterprise Sellers,26,Lost,6,25072,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00076723,Technical Business Solutions,Italy,Marketing,13,Won,2,828,100K or less,1K or less,0 (No business),Unknown,10K or less
N00030571,Technical Business Solutions,Germany,Marketing,30,Lost,2,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00046819,ERP Implementation,Sweden,Enterprise Sellers,24,Won,4,17000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00029670,ERP Implementation,France,Enterprise Sellers,7,Lost,4,7750,100K or less,1K or less,0 (No business),,10K or less
N00024711,Technical Business Solutions,Spain,Marketing,16,Lost,2,53969,100K or less,1K or less,0 (No business),,50K to 60K
N00012078,Technical Business Solutions,Spain,Enterprise Sellers,61,Lost,4,22488,250K to 500K,1K to 5K,0 (No business),Unknown,20K to 30K
N00055847,Technical Business Solutions,United Kingdom,Marketing,82,Lost,1,43330,100K or less,1K or less,0 (No business),,40K to 50K
N00056139,ERP Implementation,Italy,Enterprise Sellers,77,Lost,2,10000,500K to 1M,5K to 15K,0 (No business),Unknown,10K to 20K
N00070206,Technical Business Solutions,Italy,Enterprise Sellers,18,Lost,4,11288,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00006152,ERP Implementation,Spain,Enterprise Sellers,96,Won,3,18573,500K to 1M,More than 25K,0 (No business),Unknown,10K to 20K
N00059262,ERP Implementation,United Kingdom,Enterprise Sellers,16,Lost,3,40763,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00028218,Technical Business Solutions,Spain,Partners,37,Lost,2,49135,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00027128,ERP Implementation,Spain,Marketing,51,Won,2,32893,100K or less,1K or less,"50,000 - 100,000",Unknown,30K to 40K
N00038975,ERP Implementation,France,Partners,21,Lost,2,55385,100K or less,1K or less,0 (No business),,50K to 60K
N00010393,ERP Implementation,France,Marketing,27,Lost,5,41543,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00039537,Technical Business Solutions,Spain,Enterprise Sellers,18,Lost,2,38159,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00059184,ERP Implementation,Sweden,Marketing,45,Won,6,17000,100K or less,1K to 5K,"0 - 25,000",Unknown,10K to 20K
N00008634,ERP Implementation,Spain,Enterprise Sellers,58,Lost,3,5100,100K to 250K,5K to 15K,0 (No business),Unknown,10K or less
N00003840,ERP Implementation,Germany,Marketing,62,Lost,2,29602,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00051395,ERP Implementation,Netherlands,Marketing,64,Lost,3,44975,100K or less,1K or less,0 (No business),,40K to 50K
N00054914,Technical Business Solutions,Italy,Enterprise Sellers,49,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00046136,ERP Implementation,United Kingdom,Marketing,84,Won,6,31741,500K to 1M,More than 25K,0 (No business),Unknown,30K to 40K
N00017209,ERP Implementation,Spain,Enterprise Sellers,77,Won,1,886,100K or less,1K or less,0 (No business),Unknown,10K or less
N00041489,ERP Implementation,France,Enterprise Sellers,18,Won,2,45110,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00076377,Technical Business Solutions,Sweden,Marketing,9,Lost,2,32369,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00016023,ERP Implementation,France,Partners,71,Lost,3,34839,100K or less,1K or less,0 (No business),,30K to 40K
N00024029,Technical Business Solutions,Germany,Enterprise Sellers,50,Lost,2,16049,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057653,ERP Implementation,Sweden,Enterprise Sellers,45,Won,3,32987,100K or less,1K or less,0 (No business),Known,30K to 40K
N00060299,Technical Business Solutions,Italy,Marketing,66,Lost,2,38868,100K or less,1K or less,0 (No business),Known,30K to 40K
N00071546,ERP Implementation,Netherlands,Enterprise Sellers,6,Lost,4,32558,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00030985,Technical Business Solutions,Germany,Enterprise Sellers,27,Lost,2,14511,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00053152,Technical Business Solutions,Netherlands,Marketing,71,Lost,2,45820,100K to 250K,5K to 15K,0 (No business),Known,40K to 50K
N00050130,ERP Implementation,Italy,Enterprise Sellers,72,Lost,2,11480,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00026948,Technical Business Solutions,Spain,Enterprise Sellers,54,Won,1,3726,100K or less,1K or less,0 (No business),Unknown,10K or less
N00066969,ERP Implementation,Italy,Enterprise Sellers,19,Won,6,15590,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057637,ERP Implementation,Italy,Enterprise Sellers,47,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00000078,Technical Business Solutions,France,Enterprise Sellers,83,Lost,6,1999,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063667,ERP Implementation,Sweden,Enterprise Sellers,16,Lost,4,51973,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00039030,Technical Business Solutions,Germany,Marketing,2,Lost,2,45048,100K or less,1K or less,"More than 100,000",Unknown,40K to 50K
N00025057,ERP Implementation,Spain,Enterprise Sellers,42,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00010080,Technical Business Solutions,Germany,Enterprise Sellers,76,Lost,2,30041,500K to 1M,1K or less,0 (No business),Unknown,30K to 40K
N00031380,ERP Implementation,Germany,Partners,44,Lost,2,58517,100K or less,1K or less,0 (No business),,50K to 60K
N00075313,Technical Business Solutions,United Kingdom,Enterprise Sellers,3,Lost,3,19625,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00058126,ERP Implementation,Netherlands,Marketing,40,Lost,2,33015,100K or less,15K to 25K,0 (No business),Unknown,30K to 40K
N00031225,Technical Business Solutions,Spain,Enterprise Sellers,38,Won,3,18518,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00031573,ERP Implementation,Spain,Marketing,37,Lost,3,113935,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00033681,ERP Implementation,Spain,Marketing,37,Won,3,23846,100K or less,1K or less,"More than 100,000",Known,20K to 30K
N00017277,ERP Implementation,Germany,Marketing,75,Lost,2,109120,More than 1M,More than 25K,0 (No business),Known,More than 60K
N00064264,ERP Implementation,Netherlands,Marketing,45,Lost,2,38545,100K or less,1K or less,"More than 100,000",Known,30K to 40K
N00001464,ERP Implementation,Spain,Marketing,60,Lost,3,55858,More than 1M,15K to 25K,0 (No business),Known,50K to 60K
N00066224,ERP Implementation,Sweden,Tele Sales,27,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00012047,ERP Implementation,Spain,Marketing,69,Lost,3,26730,100K to 250K,1K or less,0 (No business),Unknown,20K to 30K
N00029827,Technical Business Solutions,Spain,Marketing,46,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00041468,Technical Business Solutions,France,Partners,18,Lost,2,40,100K or less,1K or less,0 (No business),Unknown,10K or less
N00011133,ERP Implementation,France,Marketing,87,Lost,2,12580,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00043619,ERP Implementation,France,Marketing,3,Lost,2,27749,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00000515,Technical Business Solutions,France,Marketing,110,Won,5,33881,100K or less,1K or less,0 (No business),Known,30K to 40K
N00037579,Technical Business Solutions,Spain,Enterprise Sellers,7,Lost,6,22768,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00025956,Legacy Modernization,France,Marketing,37,Lost,2,46720,100K or less,1K or less,0 (No business),,40K to 50K
N00065363,ERP Implementation,Sweden,Marketing,47,Won,2,1000,100K or less,1K or less,0 (No business),,10K or less
N00044579,ERP Implementation,France,Marketing,6,Lost,2,107731,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00033119,ERP Implementation,Germany,Marketing,37,Won,3,57740,100K or less,1K or less,"50,000 - 100,000",,50K to 60K
N00056670,Technical Business Solutions,United Kingdom,Enterprise Sellers,62,Lost,2,27027,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00023711,Technical Business Solutions,Spain,Marketing,38,Lost,3,51392,100K or less,1K or less,0 (No business),Known,50K to 60K
N00073649,ERP Implementation,Netherlands,Marketing,18,Lost,2,28734,100K or less,1K or less,"More than 100,000",Unknown,20K to 30K
N00014843,ERP Implementation,Spain,Marketing,81,Lost,2,40295,500K to 1M,More than 25K,0 (No business),Known,40K to 50K
N00022846,ERP Implementation,Germany,Partners,38,Lost,9,33064,100K or less,1K or less,0 (No business),Known,30K to 40K
N00060007,Technical Business Solutions,Netherlands,Marketing,40,Lost,3,41382,250K to 500K,More than 25K,0 (No business),Unknown,40K to 50K
N00058187,ERP Implementation,Sweden,Enterprise Sellers,65,Lost,2,4000,250K to 500K,1K to 5K,0 (No business),Unknown,10K or less
N00037462,ERP Implementation,Spain,Enterprise Sellers,28,Lost,2,24253,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00036929,ERP Implementation,France,Enterprise Sellers,33,Lost,2,41180,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00067147,ERP Implementation,United Kingdom,Enterprise Sellers,36,Lost,2,18800,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00074926,Technical Business Solutions,Netherlands,Enterprise Sellers,11,Lost,3,33181,100K or less,1K or less,0 (No business),,30K to 40K
N00051151,ERP Implementation,Netherlands,Marketing,86,Lost,3,36561,250K to 500K,1K or less,0 (No business),Unknown,30K to 40K
N00071143,ERP Implementation,Italy,Enterprise Sellers,4,Lost,5,56430,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00074814,ERP Implementation,Netherlands,Enterprise Sellers,16,Won,5,0,100K or less,1K or less,"50,000 - 100,000",Unknown,10K or less
N00059390,ERP Implementation,Italy,Enterprise Sellers,44,Lost,3,19807,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00019699,ERP Implementation,Spain,Enterprise Sellers,55,Lost,2,25846,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00040617,Technical Business Solutions,Spain,Enterprise Sellers,1,Lost,2,25960,100K or less,1K or less,"25,000 - 50,000",Unknown,20K to 30K
N00042016,Technical Business Solutions,Spain,Marketing,7,Won,5,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00066841,Technical Business Solutions,Sweden,Enterprise Sellers,19,Won,2,10000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00051022,Technical Business Solutions,Netherlands,Enterprise Sellers,41,Won,3,25000,100K or less,5K to 15K,0 (No business),Unknown,20K to 30K
N00031708,ERP Implementation,France,Enterprise Sellers,15,Won,10,25565,100K or less,1K or less,0 (No business),,20K to 30K
N00074094,ERP Implementation,United Kingdom,Enterprise Sellers,7,Lost,3,14700,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00009344,ERP Implementation,Spain,Enterprise Sellers,46,Lost,2,63736,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00052208,Technical Business Solutions,Sweden,Enterprise Sellers,64,Lost,2,32176,500K to 1M,5K to 15K,0 (No business),Unknown,30K to 40K
N00058998,Technical Business Solutions,Sweden,Enterprise Sellers,64,Lost,2,29566,250K to 500K,1K to 5K,0 (No business),Unknown,20K to 30K
N00045896,ERP Implementation,Netherlands,Enterprise Sellers,45,Lost,4,30222,250K to 500K,1K to 5K,0 (No business),Unknown,30K to 40K
N00049199,ERP Implementation,Italy,Marketing,87,Lost,2,12000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00051614,Technical Business Solutions,United Kingdom,Enterprise Sellers,58,Lost,8,21902,100K or less,15K to 25K,0 (No business),Unknown,20K to 30K
N00058559,Technical Business Solutions,Sweden,Enterprise Sellers,16,Lost,5,26029,100K or less,1K to 5K,0 (No business),Known,20K to 30K
N00076112,ERP Implementation,Netherlands,Marketing,0,Won,4,57171,100K or less,1K or less,"50,000 - 100,000",Unknown,50K to 60K
N00065843,Technical Business Solutions,Netherlands,Marketing,34,Lost,3,97116,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00042683,Technical Business Solutions,Spain,Partners,15,Lost,2,25600,100K or less,1K or less,0 (No business),,20K to 30K
N00045715,Analytics,Italy,Marketing,210,Won,5,59244,100K or less,1K or less,0 (No business),,50K to 60K
N00077318,Technical Business Solutions,Netherlands,Marketing,10,Won,1,3702,100K or less,1K or less,0 (No business),Unknown,10K or less
N00006515,ERP Implementation,Spain,Marketing,87,Lost,2,48611,100K or less,1K or less,"0 - 25,000",Known,40K to 50K
N00074997,ERP Implementation,United Kingdom,Marketing,20,Lost,2,29736,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00073727,ERP Implementation,Netherlands,Marketing,17,Won,5,40623,100K or less,1K or less,"More than 100,000",Unknown,40K to 50K
N00038687,ERP Implementation,Spain,Enterprise Sellers,6,Lost,6,30441,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00029066,Technical Business Solutions,Germany,Enterprise Sellers,39,Lost,3,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00056828,ERP Implementation,United Kingdom,Marketing,61,Lost,2,3000,100K to 250K,1K to 5K,0 (No business),,10K or less
N00047304,ERP Implementation,Italy,Enterprise Sellers,89,Lost,4,38928,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00050183,ERP Implementation,United Kingdom,Enterprise Sellers,82,Lost,2,37284,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00038811,ERP Implementation,Spain,Enterprise Sellers,28,Lost,1,23315,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00038395,ERP Implementation,Spain,Marketing,27,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00005772,ERP Implementation,France,Enterprise Sellers,84,Lost,2,39183,250K to 500K,More than 25K,0 (No business),Unknown,30K to 40K
N00053598,ERP Implementation,United Kingdom,Enterprise Sellers,85,Won,2,25731,500K to 1M,1K to 5K,0 (No business),Unknown,20K to 30K
N00069125,ERP Implementation,Italy,Marketing,27,Lost,3,42952,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00035222,ERP Implementation,Spain,Enterprise Sellers,16,Lost,3,20668,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00019064,Technical Business Solutions,Spain,Enterprise Sellers,49,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057418,ERP Implementation,Italy,Enterprise Sellers,62,Lost,3,3000,250K to 500K,1K or less,0 (No business),Unknown,10K or less
N00031662,ERP Implementation,Spain,Marketing,16,Lost,2,42606,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00019916,Technical Business Solutions,France,Enterprise Sellers,20,Lost,2,37451,250K to 500K,1K or less,0 (No business),Unknown,30K to 40K
N00013166,ERP Implementation,Germany,Marketing,65,Lost,2,48744,100K to 250K,1K to 5K,"50,000 - 100,000",Known,40K to 50K
N00062079,ERP Implementation,Netherlands,Enterprise Sellers,41,Won,4,18622,100K or less,1K or less,0 (No business),,10K to 20K
N00038355,ERP Implementation,Spain,Marketing,13,Lost,3,33823,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00048445,ERP Implementation,United Kingdom,Marketing,89,Lost,3,34696,250K to 500K,More than 25K,0 (No business),Known,30K to 40K
N00047189,Technical Business Solutions,Sweden,Marketing,89,Lost,6,40216,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00025989,Technical Business Solutions,France,Enterprise Sellers,54,Lost,2,11626,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00005263,Technical Business Solutions,Spain,Marketing,86,Lost,2,34433,500K to 1M,1K or less,0 (No business),Unknown,30K to 40K
N00022170,Technical Business Solutions,Spain,Enterprise Sellers,65,Lost,2,43849,100K or less,15K to 25K,0 (No business),Unknown,40K to 50K
N00044206,Technical Business Solutions,Spain,Marketing,2,Lost,3,40701,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00013264,ERP Implementation,France,Enterprise Sellers,44,Lost,2,11353,250K to 500K,15K to 25K,0 (No business),Unknown,10K to 20K
